Date,DxA4,DxPL,DxSM,CcA4,CcPL,CcSM,FtA4,FtPL,FtSM,DwA4,DwPL,DwSM,NiA4,NikPL,NikSM,OzA4,OzPL,OzSM,tot,,4,,,,,,,,,,,,,,,
14/12/2010,-793,-2,4,-276,-9,3,6,30,5,-268,-47,5,-886,-44,3,95,7,5,-65,,,,,,,,,,,,,,,,,
15/12/2010,-2095,-9,3,-912,10,4,-25,9,6,-145,18,5,-351,28,4,457,2,5,58,,,,,,,,,,,,,,,,,
16/12/2010,-246,-11,3,-135,-10,3,-274,1,6,559,41,5,-549,-13,3,342,18,6,26,,,,,,,,,,,,,,,,,
17/12/2010,-27,61,3,31,-34,3,421,-9,5,447,-7,5,-1538,3,3,782,-15,6,-1,,,,,,,,,,,,,,,,,
20/12/2010,117,19,4,-147,-12,2,57,20,6,607,-13,5,-981,81,4,247,-25,6,70,,,,,,,,,,,,,,,,,
21/12/2010,210,33,5,34,24,3,-16,-60,5,267,55,5,131,94,5,172,28,6,174,,,,,,,,,,,,,,,,,
22/12/2010,-546,11,6,-339,3,3,-1280,-32,5,3,28,6,188,-2,5,-54,-4,5,4,,,,,,,,,,,,,,,,,
23/12/2010,486,-25,5,168,-12,3,219,12,6,-69,-15,6,0,0,0,129,17,5,-23,,,,,,,,,,,,,,,,,
24/12/2010,0,0,0,144,-7,3,408,13,7,0,0,0,-640,-3,5,397,-14,5,-11,,,,,,,,,,,,,,,,,
27/12/2010,-277,84,5,-409,31,4,0,0,0,246,-18,5,196,63,5,0,0,0,160,,,,,,,,,,,,,,,,,
28/12/2010,482,-13,5,460,-14,4,0,0,0,758,21,5,-591,37,6,0,0,0,31,,,,,,,,,,,,,,,,,
29/12/2010,603,5,6,63,21,4,-655,13,7,573,12,6,631,62,7,128,11,6,124,,,,,,,,,,,,,,,,,
30/12/2010,-904,83,7,-539,43,5,-76,25,7,-407,15,6,788,-74,6,150,13,6,105,,,,,,,,,,,,,,,,,
31/12/2010,630,0,7,212,-49,5,277,-71,6,-436,-9,5,0,0,0,-76,37,6,-92,,,,,,,,,,,,,,,,,
03/01/2011,748,17,7,-167,-53,5,0,0,0,209,94,6,0,0,0,0,0,0,58,,,,,,,,,,,,,,,,,
04/01/2011,104,-5,6,-436,-8,4,990,114,6,-239,-20,6,-1368,-46,6,41,-8,5,27,,,,,,,,,,,,,,,,,
05/01/2011,691,-26,5,106,1,4,-653,-30,6,-1330,-34,5,-192,7,6,-16,25,6,-57,,,,,,,,,,,,,,,,,
06/01/2011,-213,-32,4,109,-7,4,-675,24,6,603,-20,4,169,52,6,417,8,7,25,,,,,,,,,,,,,,,,,
07/01/2011,-841,44,5,-150,27,5,94,-36,6,265,-22,4,444,34,6,113,-12,6,35,,,,,,,,,,,,,,,,,
10/01/2011,-89,63,5,-109,48,5,30,-28,6,533,-34,4,0,0,0,429,9,7,58,,,,,,,,,,,,,,,,,
11/01/2011,607,63,6,-200,-40,5,741,58,6,37,34,4,-180,-26,6,208,-1,6,88,,,,,,,,,,,,,,,,,
12/01/2011,-14,-110,5,12,74,5,159,37,6,93,81,4,-1579,49,7,27,10,7,141,,,,,,,,,,,,,,,,,
13/01/2011,285,-1,4,-204,-24,4,-322,27,6,-240,22,4,-383,3,7,-93,-59,6,-32,,,,,,,,,,,,,,,,,
14/01/2011,-235,-21,4,50,22,5,142,-22,5,4,55,5,-272,4,7,311,13,6,51,,,,,,,,,,,,,,,,,
17/01/2011,-269,-5,3,-142,9,6,394,-16,5,0,0,0,-497,59,7,-501,37,6,84,,,,,,,,,,,,,,,,,
18/01/2011,-15,-43,3,-261,-22,6,-398,-70,4,192,54,5,-749,-58,7,377,40,7,-99,,,,,,,,,,,,,,,,,
19/01/2011,100,-80,3,-469,43,6,-342,79,5,-135,9,6,-202,11,8,170,30,7,92,,,,,,,,,,,,,,,,,
20/01/2011,-544,51,4,-262,8,7,101,-109,4,-421,1,7,-870,55,8,-945,41,7,47,,,,,,,,,,,,,,,,,
21/01/2011,192,14,4,447,35,7,39,28,5,271,49,8,-283,184,8,-65,25,8,335,,,,,,,,,,,,,,,,,
24/01/2011,41,-13,3,-552,-5,6,-74,-48,5,-629,-107,8,1047,26,8,119,27,8,-120,,,,,,,,,,,,,,,,,
25/01/2011,253,-38,2,-815,29,7,-270,26,5,-1010,3,9,568,89,9,-295,-18,8,91,,,,,,,,,,,,,,,,,
26/01/2011,-225,-34,2,47,5,7,171,51,5,70,6,9,-418,8,9,0,0,0,36,,,,,,,,,,,,,,,,,
27/01/2011,37,35,3,-190,-20,7,-370,4,5,-1038,-5,8,-45,-13,8,-349,6,8,7,,,,,,,,,,,,,,,,,
28/01/2011,-1244,52,4,-374,43,7,-214,84,6,-289,166,8,56,-100,7,-78,33,9,278,,,,,,,,,,,,,,,,,
31/01/2011,171,-18,4,70,9,7,0,18,7,-378,-68,7,-433,-18,6,-530,8,9,-69,,,,,,,,,,,,,,,,,
01/02/2011,133,51,5,-97,-36,7,215,95,8,1901,148,7,248,-8,6,342,-2,8,248,,,,,,,,,,,,,,,,,
02/02/2011,-280,19,6,-734,18,7,280,42,8,301,4,7,-218,-89,5,238,31,8,25,,,,,,,,,,,,,,,,,
03/02/2011,681,18,6,228,-19,6,-378,17,9,-563,-21,6,-264,-6,4,-333,-16,7,-27,,,,,,,,,,,,,,,,,
04/02/2011,281,-1,5,-63,2,6,214,14,9,-673,-30,5,-620,-18,3,140,35,7,2,,,,,,,,,,,,,,,,,
07/02/2011,-193,-62,5,150,35,7,354,54,10,-225,-70,5,235,-49,2,-943,-7,6,-99,,,,,,,,,,,,,,,,,
08/02/2011,485,49,6,-179,-26,6,-682,-40,9,-241,-80,4,126,-9,1,210,12,6,-94,,,,,,,,,,,,,,,,,
09/02/2011,410,2,7,-774,10,6,-454,39,9,-664,-11,3,166,-69,0,-853,-3,6,-32,,,,,,,,,,,,,,,,,
10/02/2011,-59,-17,6,598,16,7,-64,32,9,-1566,11,4,613,31,1,-734,-9,5,64,,,,,,,,,,,,,,,,,
11/02/2011,711,51,6,-6,-20,6,716,43,9,146,45,4,0,0,0,-969,26,5,145,,,,,,,,,,,,,,,,,
14/02/2011,1267,-7,6,-74,32,6,-365,3,9,205,1,5,224,36,2,360,43,5,108,,,,,,,,,,,,,,,,,
15/02/2011,747,2,6,62,18,7,355,-23,8,343,-40,4,8,8,3,-261,5,6,-30,,,,,,,,,,,,,,,,,
16/02/2011,-447,0,5,307,27,7,28,48,8,-148,-68,3,1079,49,4,875,6,6,62,,,,,,,,,,,,,,,,,
17/02/2011,-306,23,5,-345,9,8,226,2,8,-553,-30,3,516,-46,4,426,4,7,-38,,,,,,,,,,,,,,,,,
18/02/2011,-1310,-5,5,-646,8,8,-10,4,8,-545,-72,3,687,14,5,242,8,7,-43,,,,,,,,,,,,,,,,,
21/02/2011,-286,90,6,-33,56,8,293,-68,7,0,0,0,-275,-37,5,299,-24,7,17,,,,,,,,,,,,,,,,,
22/02/2011,94,25,6,260,-25,8,-140,18,8,-947,177,4,-1396,81,6,-170,56,7,332,,,,,,,,,,,,,,,,,
23/02/2011,-82,100,6,-252,32,8,142,-73,7,-76,106,5,416,-10,6,104,-4,7,151,,,,,,,,,,,,,,,,,
24/02/2011,252,-5,6,-22,-25,7,93,-4,6,104,-37,5,-487,80,7,-48,29,8,38,,,,,,,,,,,,,,,,,
25/02/2011,142,45,6,566,41,8,199,81,6,88,69,5,332,51,7,134,29,8,316,,,,,,,,,,,,,,,,,
28/02/2011,447,98,7,-457,-45,7,-600,7,6,1014,96,5,68,119,7,233,-4,7,271,,,,,,,,,,,,,,,,,
01/03/2011,101,-87,6,-352,60,7,-634,58,7,-307,168,5,53,78,7,323,-11,6,266,,,,,,,,,,,,,,,,,
02/03/2011,14,12,7,-280,9,7,-297,21,7,749,10,6,-568,117,7,549,-15,5,154,,,,,,,,,,,,,,,,,
03/03/2011,-37,-1,6,75,3,7,389,90,7,-865,-190,6,-282,-56,7,-294,-2,4,-156,,,,,,,,,,,,,,,,,
04/03/2011,-158,84,7,55,-49,6,324,-15,6,514,-89,6,-221,37,7,299,43,4,11,,,,,,,,,,,,,,,,,
07/03/2011,298,24,7,-87,17,6,-596,16,7,401,-81,6,-226,122,8,-203,51,5,149,,,,,,,,,,,,,,,,,
08/03/2011,-208,46,7,43,10,7,-1226,-1,6,418,128,6,417,12,8,-305,-8,4,187,,,,,,,,,,,,,,,,,
09/03/2011,-264,46,7,112,-22,6,-476,38,7,-437,-2,5,-36,17,9,52,-39,4,38,,,,,,,,,,,,,,,,,
10/03/2011,-241,16,8,-13,-3,6,-473,92,8,-1536,226,6,-592,110,9,-100,67,4,508,,,,,,,,,,,,,,,,,
11/03/2011,-563,21,8,-275,-2,5,66,-16,7,1602,67,6,-591,45,9,-322,44,4,159,,,,,,,,,,,,,,,,,
14/03/2011,279,-29,7,-165,36,6,686,-54,6,-85,49,6,-1404,424,9,-38,15,5,441,,,,,,,,,,,,,,,,,
15/03/2011,-338,21,8,-1,13,6,186,-80,5,-418,134,6,-2511,837,9,-227,98,6,1023,,,,,,,,,,,,,,,,,
16/03/2011,-398,182,8,-1170,104,6,30,-97,4,-1481,241,6,981,327,9,149,32,7,789,,,,,,,,,,,,,,,,,
17/03/2011,174,99,9,-716,-57,5,650,98,4,964,160,7,279,50,10,-58,-5,7,345,,,,,,,,,,,,,,,,,
18/03/2011,-41,51,9,285,2,6,-366,-22,4,-717,-81,7,369,123,10,-119,-63,6,10,,,,,,,,,,,,,,,,,
21/03/2011,248,34,9,65,33,6,346,68,4,223,176,8,0,0,0,-322,-19,5,292,,,,,,,,,,,,,,,,,
22/03/2011,-617,42,9,-318,11,6,-578,23,5,145,-17,7,615,205,10,-220,2,6,266,,,,,,,,,,,,,,,,,
23/03/2011,192,55,9,-423,-39,6,-500,-33,4,57,68,8,-249,141,10,106,10,7,202,,,,,,,,,,,,,,,,,
24/03/2011,310,136,9,-269,-69,6,716,85,4,1225,83,8,51,-45,9,156,40,7,230,,,,,,,,,,,,,,,,,
25/03/2011,319,-26,8,-332,15,7,101,20,5,344,50,8,-1111,29,9,-97,-40,6,48,,,,,,,,,,,,,,,,,
28/03/2011,-202,-7,8,102,10,7,-29,-3,5,-247,23,8,-635,63,9,48,-1,5,85,,,,,,,,,,,,,,,,,
29/03/2011,31,-19,7,-73,-4,6,405,28,6,324,85,8,-236,-110,8,205,22,5,2,,,,,,,,,,,,,,,,,
30/03/2011,603,46,7,52,0,5,-85,-16,6,-869,-71,7,1032,219,8,228,55,5,233,,,,,,,,,,,,,,,,,
31/03/2011,-209,27,7,-474,37,6,-148,39,6,-1061,31,7,-569,10,8,-35,-10,5,134,,,,,,,,,,,,,,,,,
01/04/2011,928,93,7,46,40,6,618,101,7,-373,-56,7,11,-49,7,51,27,6,156,,,,,,,,,,,,,,,,,
04/04/2011,222,-4,6,-128,8,6,-456,-7,6,-165,-25,6,-48,55,7,190,24,7,51,,,,,,,,,,,,,,,,,
05/04/2011,-593,0,5,-143,-2,5,20,-10,5,-172,8,7,601,-116,6,-96,-9,6,-129,,,,,,,,,,,,,,,,,
06/04/2011,-55,-18,4,178,2,6,-626,-34,5,1393,40,7,-846,84,6,282,13,6,87,,,,,,,,,,,,,,,,,
07/04/2011,-156,33,4,109,-21,6,-904,34,5,381,-16,6,333,-62,6,29,-7,5,-39,,,,,,,,,,,,,,,,,
08/04/2011,-872,10,5,-105,-10,5,145,49,5,44,-30,5,-127,-182,5,279,34,6,-129,,,,,,,,,,,,,,,,,
11/04/2011,-167,10,6,-317,18,5,-181,3,6,537,1,5,1002,-11,4,-632,-26,6,-5,,,,,,,,,,,,,,,,,
12/04/2011,-978,28,7,-520,31,6,-104,89,6,246,-117,4,-594,49,5,-660,66,6,146,,,,,,,,,,,,,,,,,
13/04/2011,209,43,7,499,8,7,624,46,7,-211,-7,4,-12,-125,4,-813,-20,5,-55,,,,,,,,,,,,,,,,,
14/04/2011,208,-14,6,5,-16,6,-501,46,7,-126,-15,3,3,74,4,119,-16,5,59,,,,,,,,,,,,,,,,,
15/04/2011,-631,-11,5,-16,-3,5,460,32,7,58,56,4,-253,54,5,179,-31,4,97,,,,,,,,,,,,,,,,,
18/04/2011,370,-139,5,194,-90,4,-156,126,8,1659,-138,4,-570,36,5,315,5,4,-200,,,,,,,,,,,,,,,,,
19/04/2011,377,-12,5,33,9,5,237,27,9,467,66,4,191,-8,5,362,-56,4,26,,,,,,,,,,,,,,,,,
20/04/2011,859,112,6,168,58,5,607,125,10,960,187,4,254,70,5,-79,-58,3,494,,,,,,,,,,,,,,,,,
21/04/2011,-262,0,5,-145,0,5,-277,4,10,-1907,-52,4,378,0,5,414,44,4,-4,,,,,,,,,,,,,,,,,
22/04/2011,0,0,0,0,0,0,0,0,0,0,0,0,-870,-59,5,0,0,0,-59,,,,,,,,,,,,,,,,,
25/04/2011,308,0,4,0,0,0,0,0,0,-930,26,5,-901,34,6,0,0,0,60,,,,,,,,,,,,,,,,,
26/04/2011,475,68,4,105,31,6,644,51,10,461,114,5,-54,68,6,0,0,0,332,,,,,,,,,,,,,,,,,
27/04/2011,693,31,4,-235,-20,5,-282,1,10,437,99,6,-138,-60,6,-561,47,4,98,,,,,,,,,,,,,,,,,
28/04/2011,44,24,4,-233,-10,4,-508,-2,9,466,73,7,-252,-101,5,491,-7,4,-23,,,,,,,,,,,,,,,,,
29/04/2011,287,39,5,-615,-13,3,0,0,0,698,46,8,0,0,0,-277,55,4,127,,,,,,,,,,,,,,,,,
02/05/2011,343,-43,5,-661,29,4,0,0,0,536,-3,7,211,40,5,244,-5,4,18,,,,,,,,,,,,,,,,,
03/05/2011,13,-18,5,71,-8,4,-588,-13,8,-53,-2,7,0,0,0,-68,29,5,-12,,,,,,,,,,,,,,,,,
04/05/2011,-308,101,6,-189,47,5,-438,99,8,-76,82,7,0,0,0,39,-36,5,293,,,,,,,,,,,,,,,,,
05/05/2011,-98,39,6,-89,34,5,-419,64,8,-752,140,7,0,0,0,-173,-19,4,258,,,,,,,,,,,,,,,,,
06/05/2011,426,101,7,15,50,5,303,57,8,789,58,8,44,8,5,-229,-5,4,269,,,,,,,,,,,,,,,,,
09/05/2011,-418,50,8,-90,31,6,293,-34,7,738,47,8,-83,88,6,239,7,5,189,,,,,,,,,,,,,,,,,
10/05/2011,31,56,8,-332,-42,5,350,76,7,764,75,8,-830,-15,5,-188,32,5,182,,,,,,,,,,,,,,,,,
11/05/2011,-143,32,8,-58,4,6,-208,43,7,-986,116,8,-927,48,6,-179,-42,4,201,,,,,,,,,,,,,,,,,
12/05/2011,310,6,8,-223,-7,6,361,-31,6,395,66,8,-751,54,7,4,-59,4,29,,,,,,,,,,,,,,,,,
13/05/2011,-72,83,8,143,-27,6,325,-19,5,260,-100,7,-937,102,7,-422,-8,3,31,,,,,,,,,,,,,,,,,
16/05/2011,-139,-40,8,164,15,6,42,-2,5,107,-47,7,1215,-13,6,-401,46,4,-41,,,,,,,,,,,,,,,,,
17/05/2011,272,-90,8,16,-31,6,56,-63,5,-125,61,8,228,53,7,477,22,4,-48,,,,,,,,,,,,,,,,,
18/05/2011,-69,22,8,147,1,6,608,63,5,295,88,8,339,59,8,46,15,5,248,,,,,,,,,,,,,,,,,
19/05/2011,418,-2,7,262,27,6,67,32,5,164,43,8,-702,90,8,-242,-52,5,138,,,,,,,,,,,,,,,,,
20/05/2011,-310,105,7,-389,32,6,-275,8,5,1353,-93,7,246,-6,7,195,-10,5,36,,,,,,,,,,,,,,,,,
23/05/2011,-189,36,7,-272,27,6,-1323,112,6,-649,130,7,-509,87,7,362,-75,4,317,,,,,,,,,,,,,,,,,
24/05/2011,970,21,7,-128,-2,6,-708,-22,5,-196,26,7,167,71,8,-133,10,4,104,,,,,,,,,,,,,,,,,
25/05/2011,460,92,7,601,39,6,266,12,5,-216,-39,6,112,-69,7,-377,50,5,85,,,,,,,,,,,,,,,,,
26/05/2011,-1148,89,7,216,-20,6,45,11,6,-566,-11,5,187,63,7,358,59,6,191,,,,,,,,,,,,,,,,,
27/05/2011,474,-42,6,-47,8,7,3,58,7,458,44,6,-293,-8,6,5,25,7,85,,,,,,,,,,,,,,,,,
30/05/2011,-406,5,7,-27,4,7,0,0,0,0,0,0,487,15,7,502,-15,6,9,,,,,,,,,,,,,,,,,
31/05/2011,46,54,8,-105,-39,7,550,51,8,520,127,7,1358,193,7,-104,-39,5,347,,,,,,,,,,,,,,,,,
01/06/2011,151,-94,7,-306,50,7,-23,61,9,282,-279,6,450,12,7,-356,3,5,-247,,,,,,,,,,,,,,,,,
02/06/2011,-161,82,8,59,-41,6,-130,81,9,-166,41,6,-673,6,7,-389,86,6,255,,,,,,,,,,,,,,,,,
03/06/2011,223,8,8,719,-8,5,-1,-7,8,115,-97,5,-279,59,8,-189,18,7,-27,,,,,,,,,,,,,,,,,
06/06/2011,445,-10,7,740,-13,4,475,8,8,-172,61,6,-575,87,8,-123,13,8,146,,,,,,,,,,,,,,,,,
07/06/2011,-817,-9,6,1,8,5,515,2,8,-1099,19,6,520,72,8,110,0,7,92,,,,,,,,,,,,,,,,,
08/06/2011,586,-16,5,253,-20,4,-536,56,9,-79,17,6,579,20,9,-167,37,7,94,,,,,,,,,,,,,,,,,
09/06/2011,1003,98,5,50,44,5,928,47,9,721,74,7,-381,-55,8,391,15,7,223,,,,,,,,,,,,,,,,,
10/06/2011,134,-83,5,-332,61,5,-185,90,9,-127,172,8,-412,23,9,-177,-6,6,257,,,,,,,,,,,,,,,,,
13/06/2011,-1149,-9,4,119,1,5,-119,-8,8,789,8,8,159,43,9,0,0,0,35,,,,,,,,,,,,,,,,,
14/06/2011,-670,-40,3,-605,-34,5,292,29,8,-41,-125,7,33,101,9,-241,-27,6,-96,,,,,,,,,,,,,,,,,
15/06/2011,-667,63,4,-75,44,5,-355,61,8,-1337,178,8,-375,16,9,-243,16,7,378,,,,,,,,,,,,,,,,,
16/06/2011,616,48,4,488,17,6,-120,43,8,508,66,8,-224,68,9,-139,71,7,313,,,,,,,,,,,,,,,,,
17/06/2011,312,80,4,-285,-49,6,363,16,9,107,41,9,-524,92,9,15,-2,6,178,,,,,,,,,,,,,,,,,
20/06/2011,-304,-71,4,-162,-41,6,-42,22,9,-47,-76,8,-919,29,9,-458,41,6,-96,,,,,,,,,,,,,,,,,
21/06/2011,573,83,5,285,57,6,-233,-82,8,-570,-109,7,58,40,9,295,40,6,29,,,,,,,,,,,,,,,,,
22/06/2011,-31,8,6,-185,4,7,-108,2,8,-367,80,7,-125,-104,8,359,12,7,2,,,,,,,,,,,,,,,,,
23/06/2011,202,-76,5,-129,64,7,-319,99,8,-310,58,7,313,39,9,238,-25,6,159,,,,,,,,,,,,,,,,,
24/06/2011,-453,111,6,-356,53,7,227,24,8,-221,114,7,-213,-53,8,290,2,6,251,,,,,,,,,,,,,,,,,
27/06/2011,-183,-7,6,72,21,7,17,24,9,324,109,7,-651,56,8,-404,45,7,248,,,,,,,,,,,,,,,,,
28/06/2011,465,32,7,471,41,8,-227,-45,8,766,145,8,-505,19,8,-266,4,8,196,,,,,,,,,,,,,,,,,
29/06/2011,354,63,7,-87,-48,7,609,89,8,-251,-73,7,-413,-29,7,275,42,8,44,,,,,,,,,,,,,,,,,
30/06/2011,268,66,7,682,45,7,448,90,8,259,152,7,-658,22,7,5,74,8,449,,,,,,,,,,,,,,,,,
01/07/2011,718,45,7,-276,-25,7,-341,-44,7,688,169,7,-1016,11,7,-109,16,9,172,,,,,,,,,,,,,,,,,
04/07/2011,260,16,8,223,-7,7,-119,-28,6,0,0,0,-119,15,7,301,11,9,7,,,,,,,,,,,,,,,,,
05/07/2011,204,6,8,-131,18,7,229,6,7,250,0,7,-191,-13,6,-639,20,9,37,,,,,,,,,,,,,,,,,
06/07/2011,115,-13,7,-376,20,7,-92,21,7,537,64,8,10,95,7,671,4,9,191,,,,,,,,,,,,,,,,,
07/07/2011,-423,-3,7,-63,2,7,54,51,7,514,93,8,-568,-24,6,283,5,10,124,,,,,,,,,,,,,,,,,
08/07/2011,-134,100,7,-416,81,7,-106,63,7,-401,61,8,-813,68,7,460,41,10,414,,,,,,,,,,,,,,,,,
11/07/2011,-725,123,8,-291,71,7,230,-62,6,-857,150,8,-1125,-1,6,-527,57,10,338,,,,,,,,,,,,,,,,,
12/07/2011,16,62,8,73,32,7,-51,60,7,1188,-59,7,-396,17,6,-480,72,10,184,,,,,,,,,,,,,,,,,
13/07/2011,423,97,8,504,37,8,225,37,7,7,45,7,-1,-72,6,-16,-16,9,128,,,,,,,,,,,,,,,,,
14/07/2011,152,10,8,-31,4,8,-253,59,7,-149,55,8,343,7,6,-2,23,9,158,,,,,,,,,,,,,,,,,
15/07/2011,-130,-31,7,-194,3,9,-53,3,8,-2098,-43,7,-24,-54,5,16,-4,8,-126,,,,,,,,,,,,,,,,,
18/07/2011,415,-55,6,111,-47,9,21,-91,8,638,-90,6,0,0,0,463,-2,7,-285,,,,,,,,,,,,,,,,,
19/07/2011,-422,-45,5,-972,-24,8,242,37,8,586,201,7,41,-32,4,257,9,7,146,,,,,,,,,,,,,,,,,
20/07/2011,-548,29,6,3,30,8,-36,-64,7,441,-12,6,-379,2,5,79,62,7,47,,,,,,,,,,,,,,,,,
21/07/2011,-59,0,6,522,47,8,336,46,7,125,157,6,-352,10,5,3,6,7,266,,,,,,,,,,,,,,,,,
22/07/2011,-173,-18,5,-16,12,8,353,35,7,41,-44,5,-233,-35,5,353,39,7,-11,,,,,,,,,,,,,,,,,
25/07/2011,11,71,5,374,-1,7,-532,10,8,-158,87,5,363,-31,4,-260,63,7,199,,,,,,,,,,,,,,,,,
26/07/2011,48,-21,4,278,-31,6,-60,-5,7,961,-91,5,-146,-20,4,335,37,7,-131,,,,,,,,,,,,,,,,,
27/07/2011,-248,63,4,-10,41,6,-115,73,7,551,-195,4,396,-1,3,491,-26,7,-45,,,,,,,,,,,,,,,,,
28/07/2011,1,26,4,-9,-6,5,-216,-16,6,-843,62,4,222,-36,3,-261,56,7,86,,,,,,,,,,,,,,,,,
29/07/2011,287,51,5,536,12,5,-256,58,6,-559,96,5,437,-34,2,-383,42,8,225,,,,,,,,,,,,,,,,,
01/08/2011,-573,300,6,-485,130,6,-263,41,7,-79,12,6,636,58,3,47,58,9,599,,,,,,,,,,,,,,,,,
02/08/2011,-851,112,7,862,-45,6,-155,56,7,-694,263,6,247,-27,3,409,-46,8,313,,,,,,,,,,,,,,,,,
03/08/2011,-118,77,7,71,-18,5,-188,134,8,27,32,7,-1495,68,3,-34,76,8,369,,,,,,,,,,,,,,,,,
04/08/2011,-1123,300,8,-1127,195,5,-782,191,8,-1422,510,7,-943,27,3,-572,60,8,1283,,,,,,,,,,,,,,,,,
05/08/2011,-309,103,9,527,61,5,-258,146,8,-335,-61,7,-63,169,4,-413,132,8,550,,,,,,,,,,,,,,,,,
08/08/2011,-744,248,9,-164,129,6,-431,178,8,-1872,624,7,803,-72,4,-380,87,8,1194,,,,,,,,,,,,,,,,,
09/08/2011,510,21,10,132,44,7,288,96,9,1287,429,8,566,32,5,225,75,8,697,,,,,,,,,,,,,,,,,
10/08/2011,-1284,428,10,-823,233,7,-474,158,9,-1524,508,9,670,-72,5,222,74,9,1329,,,,,,,,,,,,,,,,,
11/08/2011,522,27,10,-36,12,8,290,156,10,1239,413,9,130,105,6,-129,-28,8,685,,,,,,,,,,,,,,,,,
12/08/2011,666,222,10,144,119,8,388,157,10,336,125,9,-567,100,7,110,20,8,743,,,,,,,,,,,,,,,,,
15/08/2011,-143,54,10,-381,9,8,534,31,10,-179,-213,8,-16,-3,6,245,90,8,-32,,,,,,,,,,,,,,,,,
16/08/2011,13,37,10,11,15,9,425,7,10,541,-74,7,-128,28,7,-151,32,9,45,,,,,,,,,,,,,,,,,
17/08/2011,108,39,10,47,43,10,-485,26,10,279,18,7,-490,-9,6,337,52,9,169,,,,,,,,,,,,,,,,,
18/08/2011,-530,251,10,-702,141,10,-488,240,10,-1305,415,7,-518,99,6,-82,51,9,1197,,,,,,,,,,,,,,,,,
19/08/2011,-9,102,10,170,-44,9,-580,51,10,-281,172,8,656,-53,5,-443,110,9,338,,,,,,,,,,,,,,,,,
22/08/2011,825,61,10,97,61,9,968,54,10,546,35,8,871,-59,5,-453,19,9,171,,,,,,,,,,,,,,,,,
23/08/2011,339,3,10,208,-5,8,121,34,10,679,322,8,-1012,-30,4,378,86,9,410,,,,,,,,,,,,,,,,,
24/08/2011,996,101,10,183,25,8,-56,-77,9,1170,145,8,-818,172,5,-151,16,9,382,,,,,,,,,,,,,,,,,
25/08/2011,-1792,156,10,-58,49,8,-258,75,9,-983,171,8,200,24,5,70,32,10,507,,,,,,,,,,,,,,,,,
26/08/2011,298,-45,9,-28,26,8,344,-1,8,228,134,8,134,51,5,606,-4,9,161,,,,,,,,,,,,,,,,,
29/08/2011,305,36,9,24,13,8,0,0,0,117,252,9,-472,-49,5,229,54,9,306,,,,,,,,,,,,,,,,,
30/08/2011,584,-70,8,-268,27,8,290,139,8,205,28,10,68,-4,4,66,-3,8,117,,,,,,,,,,,,,,,,,
31/08/2011,668,99,8,-181,-78,7,240,125,8,360,54,10,538,17,5,378,28,8,245,,,,,,,,,,,,,,,,,
01/09/2011,-141,62,8,-98,7,7,83,25,8,-777,119,10,753,44,5,-34,-11,7,246,,,,,,,,,,,,,,,,,
02/09/2011,125,-86,7,-197,78,8,-381,127,8,-728,252,10,247,-30,5,-269,49,7,390,,,,,,,,,,,,,,,,,
05/09/2011,-530,164,7,33,-73,7,-516,189,8,0,0,0,191,-44,5,839,-78,6,158,,,,,,,,,,,,,,,,,
06/09/2011,257,-54,6,-15,32,8,219,54,8,-297,98,10,-595,96,6,68,-46,5,180,,,,,,,,,,,,,,,,,
07/09/2011,300,73,6,612,34,8,432,162,8,1147,277,10,-480,-40,5,365,83,5,589,,,,,,,,,,,,,,,,,
08/09/2011,-7,2,6,-464,-15,7,-645,-21,8,-80,119,10,318,-70,4,62,-5,4,10,,,,,,,,,,,,,,,,,
09/09/2011,-1849,194,7,13,-90,6,-986,125,8,-293,303,10,-270,1,4,-242,-9,4,524,,,,,,,,,,,,,,,,,
12/09/2011,343,8,7,-113,25,6,295,-85,8,178,71,10,-273,43,5,-117,129,4,191,,,,,,,,,,,,,,,,,
13/09/2011,955,12,8,229,-15,5,275,44,8,-37,-51,9,-20,-28,5,-67,-20,4,-58,,,,,,,,,,,,,,,,,
14/09/2011,1328,232,8,714,97,6,-207,-53,7,612,140,9,97,-105,4,-299,72,4,383,,,,,,,,,,,,,,,,,
15/09/2011,1523,121,8,-129,-77,5,345,111,7,211,185,9,-1027,-24,3,521,40,5,356,,,,,,,,,,,,,,,,,
16/09/2011,-252,34,9,-126,53,5,-457,-30,6,534,75,9,991,79,4,370,64,5,275,,,,,,,,,,,,,,,,,
19/09/2011,-122,31,9,-331,21,6,-479,108,6,-186,106,9,0,0,0,-166,57,6,323,,,,,,,,,,,,,,,,,
20/09/2011,77,198,10,-245,-66,5,-856,-104,5,-844,-7,8,394,-43,4,-162,35,7,13,,,,,,,,,,,,,,,,,
21/09/2011,-453,123,10,81,-47,4,-1298,76,5,-509,284,8,540,24,4,210,21,7,481,,,,,,,,,,,,,,,,,
22/09/2011,-358,94,10,-316,76,5,-36,246,6,-1032,388,8,-506,83,5,-365,84,8,971,,,,,,,,,,,,,,,,,
23/09/2011,-95,30,10,340,-11,5,160,25,6,144,39,8,0,0,0,-331,48,9,131,,,,,,,,,,,,,,,,,
26/09/2011,612,217,10,458,104,5,-574,-22,6,-40,-272,7,-436,174,6,-61,63,9,264,,,,,,,,,,,,,,,,,
