Date,DxA4,DxPL,DxSM,CcA4,CcPL,CcSM,FtA4,FtPL,FtSM,DwA4,DwPL,DwSM,NiA4,NikPL,NikSM,OzA4,OzPL,OzSM,tot,,4,,,,,,,,,,,,,,,
19/05/2009,363,85,6,-161,-11,4,318,36,7,-225,27,7,603,117,7,-8,-59,8,195,,,,,,,,,,,,,,,,,
20/05/2009,485,85,7,168,41,4,-316,14,7,-157,50,7,-122,28,8,-41,-1,7,217,,,,,,,,,,,,,,,,,
21/05/2009,-266,96,7,-310,44,4,-679,122,8,-793,124,7,20,-16,7,-27,4,7,374,,,,,,,,,,,,,,,,,
22/05/2009,-256,-14,6,-113,6,5,459,19,9,-1601,15,8,145,70,8,46,-34,6,62,,,,,,,,,,,,,,,,,
25/05/2009,85,-18,6,-322,-1,4,0,0,0,0,0,0,922,101,8,232,-22,5,60,,,,,,,,,,,,,,,,,
26/05/2009,480,95,7,173,54,5,1493,47,10,107,197,9,-399,53,8,277,48,6,494,,,,,,,,,,,,,,,,,
27/05/2009,-267,1,8,278,13,5,-810,-4,9,-343,174,9,-451,-12,7,77,4,6,176,,,,,,,,,,,,,,,,,
28/05/2009,-66,26,8,205,14,6,-1177,28,9,-164,-104,9,485,98,7,104,-26,5,36,,,,,,,,,,,,,,,,,
29/05/2009,-322,24,8,-356,28,7,-96,-30,8,-54,-96,8,-277,-44,6,122,59,5,-59,,,,,,,,,,,,,,,,,
01/06/2009,691,151,8,51,40,8,-266,-88,7,958,219,8,1265,161,7,241,75,5,558,,,,,,,,,,,,,,,,,
02/06/2009,632,28,8,-546,-31,8,-401,29,7,-76,-19,7,-1378,71,7,63,45,6,123,,,,,,,,,,,,,,,,,
03/06/2009,-181,95,8,-1210,78,8,-231,94,7,488,-65,6,-601,-18,6,-117,-61,6,123,,,,,,,,,,,,,,,,,
04/06/2009,-382,-5,7,-480,5,8,-146,-4,6,-895,-75,5,-612,22,7,-180,77,6,20,,,,,,,,,,,,,,,,,
05/06/2009,-232,16,8,-100,0,7,-378,-52,5,-220,-11,4,-230,-15,6,-20,-37,6,-99,,,,,,,,,,,,,,,,,
08/06/2009,314,-56,8,-499,38,8,805,-34,4,-779,-5,3,180,37,6,0,0,0,-20,,,,,,,,,,,,,,,,,
09/06/2009,-35,20,8,-141,18,8,366,0,3,11,-2,2,-840,37,6,-51,25,7,98,,,,,,,,,,,,,,,,,
10/06/2009,-531,-3,7,-47,24,8,-189,-32,3,-641,25,2,-1425,-157,6,794,68,7,-75,,,,,,,,,,,,,,,,,
11/06/2009,178,67,7,-557,-34,7,-608,-25,2,524,35,3,-66,12,6,84,33,7,88,,,,,,,,,,,,,,,,,
12/06/2009,-180,29,7,-517,5,7,172,-20,2,196,29,4,-606,-48,6,74,15,8,10,,,,,,,,,,,,,,,,,
15/06/2009,-508,161,7,-385,89,7,-184,116,3,-572,186,4,-1871,87,6,-40,20,8,659,,,,,,,,,,,,,,,,,
16/06/2009,-245,9,7,316,-10,7,383,3,3,-594,107,5,-635,161,6,482,-56,7,214,,,,,,,,,,,,,,,,,
17/06/2009,-387,83,7,-210,41,7,213,-51,2,548,-7,5,735,135,7,-19,38,7,239,,,,,,,,,,,,,,,,,
18/06/2009,-341,-27,7,-317,-21,6,22,3,3,338,59,6,-255,74,7,-300,10,8,98,,,,,,,,,,,,,,,,,
19/06/2009,-344,6,7,-202,-25,6,276,65,4,-1055,17,7,479,28,8,-159,0,7,91,,,,,,,,,,,,,,,,,
22/06/2009,-776,144,8,400,-98,5,-390,112,5,-772,199,8,-184,-38,7,139,9,8,328,,,,,,,,,,,,,,,,,
23/06/2009,78,27,8,-50,-20,4,99,-4,5,-95,17,9,-686,146,7,-36,91,8,257,,,,,,,,,,,,,,,,,
24/06/2009,568,107,9,-183,-48,3,149,50,6,169,-24,8,710,-7,7,88,5,8,83,,,,,,,,,,,,,,,,,
25/06/2009,-234,37,9,-6,16,4,221,-27,6,557,173,8,288,168,7,299,43,8,410,,,,,,,,,,,,,,,,,
26/06/2009,-903,42,9,53,-51,3,-475,12,7,406,-30,7,1582,24,8,346,41,8,38,,,,,,,,,,,,,,,,,
29/06/2009,462,117,9,739,71,3,298,53,7,149,89,7,-118,83,8,78,-13,7,400,,,,,,,,,,,,,,,,,
30/06/2009,-643,88,9,215,-68,3,-191,45,7,-716,82,7,599,61,8,33,53,8,261,,,,,,,,,,,,,,,,,
01/07/2009,748,84,9,-257,-53,2,-137,-92,7,654,56,8,42,51,8,-238,62,8,108,,,,,,,,,,,,,,,,,
02/07/2009,-759,173,10,-383,85,3,58,-107,6,-666,222,8,-218,118,8,274,-9,7,482,,,,,,,,,,,,,,,,,
03/07/2009,-240,30,10,192,-7,3,144,2,6,0,0,0,94,64,8,-152,32,8,121,,,,,,,,,,,,,,,,,
06/07/2009,-128,18,10,182,-7,3,125,-41,5,-287,-44,7,-411,57,9,77,-36,7,-53,,,,,,,,,,,,,,,,,
07/07/2009,-687,65,10,-71,49,4,-34,8,6,-151,161,7,323,-66,8,86,-11,6,206,,,,,,,,,,,,,,,,,
08/07/2009,-63,22,10,-176,22,5,172,-47,5,682,14,7,-600,128,9,383,13,6,152,,,,,,,,,,,,,,,,,
09/07/2009,483,30,10,48,-1,4,72,19,6,-137,-4,7,-134,51,9,382,-3,5,92,,,,,,,,,,,,,,,,,
10/07/2009,112,-37,9,-140,28,5,353,-32,5,-332,36,7,-756,52,9,83,29,5,76,,,,,,,,,,,,,,,,,
13/07/2009,490,157,9,182,78,5,325,75,5,529,186,8,-1479,192,9,-363,49,6,737,,,,,,,,,,,,,,,,,
14/07/2009,388,48,9,-71,-15,5,623,36,5,-679,-29,7,4,89,9,251,103,6,232,,,,,,,,,,,,,,,,,
15/07/2009,219,129,9,130,66,6,359,108,6,1100,252,7,-455,38,9,38,55,6,648,,,,,,,,,,,,,,,,,
16/07/2009,148,36,9,54,32,6,-155,-16,6,374,99,7,-700,50,9,120,52,7,253,,,,,,,,,,,,,,,,,
17/07/2009,42,-2,8,-17,4,7,-86,-27,5,128,32,7,-230,19,9,-12,0,6,26,,,,,,,,,,,,,,,,,
20/07/2009,79,16,8,-144,-19,7,70,55,6,382,102,8,0,0,0,147,46,7,200,,,,,,,,,,,,,,,,,
21/07/2009,-578,-53,7,-142,-26,6,353,37,6,-83,-68,7,1340,139,9,-36,5,8,34,,,,,,,,,,,,,,,,,
22/07/2009,16,23,7,-241,4,6,354,13,7,-136,31,7,225,80,10,141,17,8,168,,,,,,,,,,,,,,,,,
23/07/2009,264,118,7,-135,-58,6,-348,-66,6,442,187,8,4,81,10,-40,-12,8,250,,,,,,,,,,,,,,,,,
24/07/2009,-14,5,8,-150,-8,5,-19,-17,6,-29,-27,7,224,36,10,49,9,8,-2,,,,,,,,,,,,,,,,,
27/07/2009,150,-17,7,72,-33,4,-399,-9,5,-881,-15,6,46,68,10,399,43,8,37,,,,,,,,,,,,,,,,,
28/07/2009,-823,87,7,-368,44,5,-471,57,5,-34,10,7,-210,30,10,16,25,8,253,,,,,,,,,,,,,,,,,
29/07/2009,-54,-101,6,171,44,5,549,19,5,-911,21,7,263,77,10,211,-14,7,46,,,,,,,,,,,,,,,,,
30/07/2009,255,67,6,62,38,5,631,84,6,412,81,7,60,9,10,291,51,7,330,,,,,,,,,,,,,,,,,
31/07/2009,-88,17,7,-738,-2,4,34,-24,6,-129,-17,6,650,82,10,189,34,8,90,,,,,,,,,,,,,,,,,
03/08/2009,412,96,7,-170,-51,4,-12,-74,5,-735,-113,5,-644,3,10,-22,-18,7,-157,,,,,,,,,,,,,,,,,
04/08/2009,393,-2,7,-577,5,5,-313,11,5,-565,-35,5,-347,63,10,6,19,7,61,,,,,,,,,,,,,,,,,
05/08/2009,-461,53,7,-484,17,5,132,-24,4,-769,34,5,-595,152,10,-347,53,7,285,,,,,,,,,,,,,,,,,
06/08/2009,-804,20,7,-163,5,6,240,43,5,-339,21,5,382,122,10,64,53,8,264,,,,,,,,,,,,,,,,,
07/08/2009,498,93,7,-408,-53,6,-316,-42,5,894,112,6,1020,46,10,-23,19,8,175,,,,,,,,,,,,,,,,,
10/08/2009,140,-34,7,-538,0,6,-468,10,6,-170,30,7,-527,7,10,332,-5,7,8,,,,,,,,,,,,,,,,,
11/08/2009,-1404,137,7,-578,56,6,-756,51,6,296,-92,6,-1991,-70,9,294,30,7,112,,,,,,,,,,,,,,,,,
12/08/2009,-68,-67,7,-32,-51,5,-1126,-46,5,1944,126,6,-794,51,9,204,21,8,34,,,,,,,,,,,,,,,,,
13/08/2009,-320,-43,6,843,13,5,-432,-39,4,301,36,6,-1254,-9,8,852,83,8,41,,,,,,,,,,,,,,,,,
14/08/2009,-33,94,6,-72,40,6,-746,42,5,-1760,77,7,450,46,8,156,18,8,317,,,,,,,,,,,,,,,,,
17/08/2009,429,-94,5,-966,52,7,-92,69,6,-367,179,8,-453,252,8,-386,58,9,516,,,,,,,,,,,,,,,,,
18/08/2009,-415,-33,5,-50,-15,6,590,41,6,232,84,9,303,77,8,1082,0,8,154,,,,,,,,,,,,,,,,,
19/08/2009,348,22,5,100,25,6,-238,-4,6,-307,-70,8,-89,66,8,190,2,8,41,,,,,,,,,,,,,,,,,
20/08/2009,546,49,5,141,16,6,59,67,6,1147,71,8,1357,128,8,212,-18,7,313,,,,,,,,,,,,,,,,,
21/08/2009,1285,167,5,597,122,7,369,94,7,340,158,8,48,-137,7,-466,85,7,489,,,,,,,,,,,,,,,,,
24/08/2009,-81,-37,5,-135,-21,7,-1037,-45,6,-1186,-3,7,1014,191,7,466,104,8,189,,,,,,,,,,,,,,,,,
25/08/2009,-63,-74,4,-236,-62,6,-8,-21,5,-380,-30,7,-735,19,8,713,-13,7,-181,,,,,,,,,,,,,,,,,
26/08/2009,6,-27,4,177,-1,6,13,-26,5,-1055,-5,6,114,86,8,-48,-45,6,-18,,,,,,,,,,,,,,,,,
27/08/2009,84,-43,4,157,-19,5,-416,22,6,-5,-39,5,-1011,97,9,362,-3,5,15,,,,,,,,,,,,,,,,,
28/08/2009,1057,5,4,77,12,5,-116,-40,5,-520,39,5,-961,13,9,539,30,5,59,,,,,,,,,,,,,,,,,
31/08/2009,-195,17,5,-270,14,5,0,0,0,376,-47,4,-546,115,9,-892,9,5,108,,,,,,,,,,,,,,,,,
01/09/2009,-1093,152,6,-375,94,6,-792,89,5,-686,181,4,-19,-77,8,541,29,6,468,,,,,,,,,,,,,,,,,
02/09/2009,-199,6,6,15,-6,5,-354,2,5,372,-25,4,-528,98,8,-912,54,6,129,,,,,,,,,,,,,,,,,
03/09/2009,172,-31,5,73,-33,4,-228,21,6,205,63,4,-54,25,8,-783,0,6,45,,,,,,,,,,,,,,,,,
04/09/2009,119,55,5,157,32,4,94,55,6,-306,-96,3,-97,69,9,507,-2,5,113,,,,,,,,,,,,,,,,,
07/09/2009,-13,-63,5,-398,-27,4,-121,-81,5,0,0,0,-89,-32,8,-253,-11,4,-214,,,,,,,,,,,,,,,,,
08/09/2009,114,7,6,-122,2,5,-183,-14,5,136,57,4,290,39,8,186,61,5,152,,,,,,,,,,,,,,,,,
09/09/2009,230,110,7,205,62,6,-462,-57,5,-536,-50,4,914,-32,7,165,-8,5,25,,,,,,,,,,,,,,,,,
10/09/2009,-20,1,8,-473,20,7,-110,16,6,86,82,5,-110,-129,6,639,46,6,36,,,,,,,,,,,,,,,,,
11/09/2009,-71,-22,7,130,12,7,246,24,6,-376,20,6,-43,75,6,-619,-18,5,91,,,,,,,,,,,,,,,,,
14/09/2009,567,20,7,-937,-36,6,-569,-7,6,81,29,6,-496,186,6,-20,60,5,252,,,,,,,,,,,,,,,,,
15/09/2009,-342,8,7,-1091,-9,5,274,23,6,305,57,7,-633,38,7,740,2,5,119,,,,,,,,,,,,,,,,,
16/09/2009,576,59,7,-471,-42,5,-536,-82,5,-1822,-108,6,-275,18,7,143,95,5,-60,,,,,,,,,,,,,,,,,
17/09/2009,278,9,8,-178,9,6,233,40,5,-1023,6,7,-598,-71,6,129,51,6,44,,,,,,,,,,,,,,,,,
18/09/2009,-337,7,8,-219,-11,5,70,9,5,-1107,-35,6,14,-8,5,141,-9,6,-47,,,,,,,,,,,,,,,,,
21/09/2009,-510,30,9,-859,15,6,-1150,39,6,-764,40,7,0,0,0,116,-5,6,119,,,,,,,,,,,,,,,,,
22/09/2009,250,22,9,-77,3,6,-527,-9,6,328,50,7,0,0,0,-465,8,6,74,,,,,,,,,,,,,,,,,
23/09/2009,-136,4,9,-105,1,6,431,-4,6,4,-82,7,0,0,0,694,70,7,-11,,,,,,,,,,,,,,,,,
24/09/2009,-199,79,9,-524,51,6,-4,60,6,382,-43,6,175,138,6,71,-22,6,263,,,,,,,,,,,,,,,,,
25/09/2009,-54,35,10,-37,22,6,-181,-3,5,95,-42,5,-927,129,6,735,20,7,161,,,,,,,,,,,,,,,,,
28/09/2009,158,141,10,23,97,7,326,84,6,583,126,5,81,-126,6,155,-29,6,293,,,,,,,,,,,,,,,,,
29/09/2009,-174,23,10,594,-17,7,528,-6,5,-1079,48,5,7,11,7,-129,-53,5,6,,,,,,,,,,,,,,,,,
30/09/2009,-491,53,10,-412,30,8,-461,26,6,223,-30,5,-256,-28,6,569,-3,4,48,,,,,,,,,,,,,,,,,
01/10/2009,-388,127,10,-183,81,8,-925,86,6,298,-203,4,-604,94,6,803,-34,3,151,,,,,,,,,,,,,,,,,
02/10/2009,399,-65,9,-79,45,9,209,-59,5,-34,20,5,-731,116,6,-230,70,4,127,,,,,,,,,,,,,,,,,
05/10/2009,-151,-31,8,-160,-23,8,55,35,5,576,111,5,-1319,59,6,-306,27,5,178,,,,,,,,,,,,,,,,,
06/10/2009,1021,139,8,393,79,8,261,114,6,251,130,5,-640,52,7,-359,-3,4,511,,,,,,,,,,,,,,,,,
07/10/2009,-76,9,8,-306,9,8,-394,29,7,-270,0,5,207,50,8,463,79,4,176,,,,,,,,,,,,,,,,,
08/10/2009,640,37,8,208,-8,7,-833,-46,6,-568,-59,5,-658,-26,7,30,66,5,-36,,,,,,,,,,,,,,,,,
09/10/2009,101,11,8,-249,-12,6,-567,-7,6,1427,79,6,-11,-122,6,-740,20,5,-31,,,,,,,,,,,,,,,,,
12/10/2009,195,56,8,164,33,6,382,48,6,-575,-21,5,0,0,0,-248,16,6,132,,,,,,,,,,,,,,,,,
13/10/2009,-371,64,8,-523,36,7,-213,56,7,-476,13,5,-115,-10,6,391,41,7,200,,,,,,,,,,,,,,,,,
14/10/2009,277,97,8,135,36,7,757,102,7,-1819,-142,5,-180,36,6,-311,-47,7,82,,,,,,,,,,,,,,,,,
15/10/2009,342,-22,7,-174,2,7,-582,33,7,-311,-48,5,-53,-44,6,-358,-15,7,-94,,,,,,,,,,,,,,,,,
16/10/2009,-149,103,8,-483,63,7,-503,33,8,-134,65,5,44,-18,5,-233,19,7,265,,,,,,,,,,,,,,,,,
19/10/2009,17,92,9,484,49,8,1094,92,8,-293,-95,4,-58,-58,4,190,-35,6,45,,,,,,,,,,,,,,,,,
20/10/2009,-520,44,9,-693,35,8,-48,39,8,-1116,50,4,-5,-8,3,78,37,7,197,,,,,,,,,,,,,,,,,
21/10/2009,-410,-6,8,185,-8,7,515,15,8,589,-90,4,518,41,3,271,0,6,-48,,,,,,,,,,,,,,,,,
22/10/2009,-581,43,8,-225,2,8,214,-51,8,779,135,5,320,16,3,331,-20,5,125,,,,,,,,,,,,,,,,,
23/10/2009,-126,48,8,-274,48,9,65,36,9,4,-128,4,-803,52,4,-374,-29,4,27,,,,,,,,,,,,,,,,,
26/10/2009,-431,122,8,-393,80,9,-286,51,9,-400,104,5,-395,-91,4,191,-15,3,251,,,,,,,,,,,,,,,,,
27/10/2009,-104,18,8,-9,7,9,373,9,9,-38,-14,4,-542,71,5,-551,63,3,154,,,,,,,,,,,,,,,,,
28/10/2009,-80,144,8,-270,68,9,293,-121,8,-594,118,5,-550,107,5,-390,66,4,382,,,,,,,,,,,,,,,,,
29/10/2009,-29,-95,8,101,59,9,252,58,8,673,200,6,182,-51,5,-108,84,5,255,,,,,,,,,,,,,,,,,
30/10/2009,-735,178,8,-44,111,9,165,-94,7,-372,249,6,-751,-28,5,155,46,5,462,,,,,,,,,,,,,,,,,
02/11/2009,33,20,8,492,35,9,131,60,7,-60,-77,6,-107,101,6,-437,71,6,210,,,,,,,,,,,,,,,,,
03/11/2009,486,-59,7,224,-19,8,-652,67,7,-1225,16,6,0,0,0,228,-13,5,-8,,,,,,,,,,,,,,,,,
04/11/2009,268,66,8,253,54,9,-229,-71,6,-236,-35,6,38,59,7,-346,-5,5,68,,,,,,,,,,,,,,,,,
05/11/2009,-351,-76,7,236,72,9,-81,-19,6,856,198,6,-407,87,7,-281,26,6,288,,,,,,,,,,,,,,,,,
06/11/2009,-195,-23,6,77,4,9,-265,-17,5,408,22,7,15,-24,6,437,67,7,29,,,,,,,,,,,,,,,,,
09/11/2009,94,106,6,271,48,9,125,92,5,1151,206,7,484,31,6,374,79,8,562,,,,,,,,,,,,,,,,,
10/11/2009,50,-14,5,-211,3,9,282,-5,4,-726,-24,7,-1384,34,7,363,38,8,32,,,,,,,,,,,,,,,,,
11/11/2009,232,35,5,-41,4,9,-28,-37,4,-116,-44,6,907,-18,6,26,20,8,-40,,,,,,,,,,,,,,,,,
12/11/2009,537,6,6,94,8,9,164,9,4,229,-92,5,310,-117,5,103,-12,7,-198,,,,,,,,,,,,,,,,,
13/11/2009,721,25,6,13,11,9,15,20,5,-674,-72,4,-727,23,6,37,-22,6,-15,,,,,,,,,,,,,,,,,
16/11/2009,448,88,6,-189,-26,8,-64,-87,4,-418,-139,4,-281,-7,6,160,42,6,-129,,,,,,,,,,,,,,,,,
17/11/2009,-119,10,7,135,-21,8,-391,37,4,759,32,4,-221,105,6,84,-36,6,127,,,,,,,,,,,,,,,,,
18/11/2009,188,-5,6,-362,22,8,-236,4,5,-924,0,4,-252,46,6,-10,-3,6,64,,,,,,,,,,,,,,,,,
19/11/2009,190,-82,6,-289,59,8,33,-74,5,-216,93,4,-81,143,6,-112,-4,5,135,,,,,,,,,,,,,,,,,
20/11/2009,151,-62,6,203,-43,7,-338,17,6,545,-10,3,-282,-38,6,-275,47,5,-89,,,,,,,,,,,,,,,,,
23/11/2009,489,112,6,-37,-47,6,366,105,6,208,131,3,0,0,0,-282,-29,4,272,,,,,,,,,,,,,,,,,
24/11/2009,-86,-6,6,363,5,6,134,-32,6,-473,17,4,-1250,109,6,-547,38,4,131,,,,,,,,,,,,,,,,,
25/11/2009,-199,-8,5,92,-3,5,-196,-41,6,8,31,5,-1073,-60,5,116,28,4,-53,,,,,,,,,,,,,,,,,
26/11/2009,-326,171,5,-348,109,5,-435,171,6,0,0,0,1066,28,6,178,-21,4,458,,,,,,,,,,,,,,,,,
27/11/2009,86,105,5,477,108,5,173,52,6,-211,142,6,-198,175,7,-391,100,5,682,,,,,,,,,,,,,,,,,
30/11/2009,-91,66,5,-179,53,6,549,-55,6,452,35,7,-961,-157,6,271,101,5,43,,,,,,,,,,,,,,,,,
01/12/2009,983,123,5,536,56,7,774,121,6,921,128,8,533,290,7,-79,-21,5,697,,,,,,,,,,,,,,,,,
02/12/2009,-1317,-10,5,207,21,7,275,15,6,552,-17,7,337,57,7,541,31,6,97,,,,,,,,,,,,,,,,,
03/12/2009,-536,35,6,395,-30,6,-540,14,7,109,-90,7,821,271,7,99,10,7,210,,,,,,,,,,,,,,,,,
04/12/2009,-16,-65,6,406,64,7,571,9,7,-13,-20,6,-138,-4,6,-460,56,7,40,,,,,,,,,,,,,,,,,
07/12/2009,644,-27,5,-306,-4,7,53,-11,6,836,3,7,-306,-36,6,-659,31,8,-44,,,,,,,,,,,,,,,,,
08/12/2009,56,-75,5,-320,44,7,-552,88,7,788,-99,6,-55,-60,5,-145,9,8,-93,,,,,,,,,,,,,,,,,
09/12/2009,-298,25,6,-161,20,8,232,-19,7,138,54,6,-626,44,6,-25,26,8,150,,,,,,,,,,,,,,,,,
10/12/2009,237,62,6,162,41,8,216,40,7,1389,70,6,-290,101,6,-80,29,9,343,,,,,,,,,,,,,,,,,
11/12/2009,55,42,6,-463,-9,7,50,18,7,-146,-69,5,568,150,6,222,23,9,155,,,,,,,,,,,,,,,,,
14/12/2009,-47,1,6,18,-10,6,53,53,8,-342,-30,4,96,-21,6,-35,-16,8,-23,,,,,,,,,,,,,,,,,
15/12/2009,92,-5,5,205,-1,5,453,-29,7,-1843,47,4,-166,-30,5,-14,-15,8,-33,,,,,,,,,,,,,,,,,
16/12/2009,-315,-90,5,18,39,5,624,34,7,791,-9,4,203,-2,4,-601,9,8,-19,,,,,,,,,,,,,,,,,
17/12/2009,358,-40,4,-561,17,6,-32,102,7,-889,132,5,152,-36,3,194,4,8,179,,,,,,,,,,,,,,,,,
18/12/2009,68,-16,4,-662,40,6,135,-21,6,190,20,6,68,31,4,-184,3,8,57,,,,,,,,,,,,,,,,,
21/12/2009,-433,-89,4,848,64,7,103,97,7,-368,-84,5,138,-14,4,-50,20,8,-6,,,,,,,,,,,,,,,,,
22/12/2009,-241,-7,4,230,19,7,-162,-35,6,794,50,6,861,122,5,71,57,8,206,,,,,,,,,,,,,,,,,
23/12/2009,276,-9,3,-466,12,7,-257,-43,6,556,2,6,0,0,0,365,31,8,-7,,,,,,,,,,,,,,,,,
24/12/2009,0,0,0,-632,-4,6,375,30,6,63,53,6,247,124,5,97,38,8,241,,,,,,,,,,,,,,,,,
25/12/2009,0,0,0,0,0,0,0,0,0,0,0,0,416,-52,4,0,0,0,-52,,,,,,,,,,,,,,,,,
28/12/2009,-678,-25,2,-861,-7,6,0,0,0,339,29,7,785,112,4,0,0,0,109,,,,,,,,,,,,,,,,,
29/12/2009,131,1,2,-362,-1,6,-332,-36,5,205,-3,7,-751,-26,4,276,48,8,-17,,,,,,,,,,,,,,,,,
30/12/2009,-678,45,2,-649,17,7,-497,40,5,300,4,7,-1328,162,5,-533,9,9,277,,,,,,,,,,,,,,,,,
31/12/2009,0,0,0,-241,17,7,-893,-15,5,-67,120,8,0,0,0,5,28,10,150,,,,,,,,,,,,,,,,,
04/01/2010,1269,72,3,54,62,7,401,87,5,372,153,8,1160,46,6,-40,-12,9,408,,,,,,,,,,,,,,,,,
05/01/2010,-441,12,4,-492,-1,6,6,22,5,-588,13,8,-703,37,7,310,40,9,123,,,,,,,,,,,,,,,,,
06/01/2010,238,2,5,39,4,6,-278,-8,5,495,9,9,990,21,7,-364,-3,8,25,,,,,,,,,,,,,,,,,
07/01/2010,-55,-2,5,-602,-19,5,146,-3,4,1380,36,9,653,-61,7,130,-18,7,-67,,,,,,,,,,,,,,,,,
08/01/2010,-138,-9,5,-345,-2,4,-891,-7,4,421,12,9,33,55,7,212,11,7,60,,,,,,,,,,,,,,,,,
11/01/2010,-521,18,6,-856,28,5,-711,-4,4,489,44,9,0,0,0,199,30,7,116,,,,,,,,,,,,,,,,,
12/01/2010,269,-96,6,-95,44,6,736,-39,3,-687,36,9,-356,-109,6,-1250,39,7,-125,,,,,,,,,,,,,,,,,
13/01/2010,675,26,7,24,21,7,-589,25,4,1210,53,10,1054,-60,6,336,-20,6,45,,,,,,,,,,,,,,,,,
14/01/2010,-358,10,7,-764,13,7,-89,-24,3,-333,-31,9,900,130,6,187,22,6,120,,,,,,,,,,,,,,,,,
15/01/2010,-1083,121,7,-102,77,7,-125,43,4,-225,97,9,1278,65,7,-628,-2,5,401,,,,,,,,,,,,,,,,,
18/01/2010,674,21,7,-116,-6,6,185,39,4,0,0,0,-1973,33,7,-429,-15,5,72,,,,,,,,,,,,,,,,,
19/01/2010,287,71,7,35,41,7,-255,-19,3,1478,117,9,-953,102,7,-260,49,5,361,,,,,,,,,,,,,,,,,
20/01/2010,351,-112,6,-549,67,7,-538,92,4,-907,117,9,-115,97,7,234,-7,5,254,,,,,,,,,,,,,,,,,
21/01/2010,-473,131,7,-189,94,8,-186,86,5,-470,214,9,-47,-163,6,221,-33,5,329,,,,,,,,,,,,,,,,,
22/01/2010,-186,41,8,194,-19,8,-64,32,6,-1051,217,9,-850,149,7,93,-48,4,372,,,,,,,,,,,,,,,,,
25/01/2010,-110,32,8,287,-12,7,336,-43,6,-87,-22,8,537,35,7,142,-7,3,-17,,,,,,,,,,,,,,,,,
26/01/2010,557,75,9,255,59,7,-305,-17,6,265,-1,7,-845,181,8,0,0,0,297,,,,,,,,,,,,,,,,,
27/01/2010,226,-1,8,104,-10,6,-333,59,6,-774,-42,6,-486,92,9,433,-63,2,35,,,,,,,,,,,,,,,,,
28/01/2010,-179,147,8,-247,123,6,-188,72,7,327,-117,5,425,104,9,-257,-21,2,308,,,,,,,,,,,,,,,,,
29/01/2010,-338,-43,7,27,27,6,383,42,7,-72,55,6,-17,110,9,-713,86,2,277,,,,,,,,,,,,,,,,,
01/02/2010,-317,-66,6,82,49,7,106,59,7,88,117,6,-71,7,9,224,-51,2,115,,,,,,,,,,,,,,,,,
02/02/2010,13,46,6,304,45,7,-498,-36,7,460,111,6,-304,-60,8,83,61,3,167,,,,,,,,,,,,,,,,,
03/02/2010,458,-43,6,-65,27,7,-233,30,7,-35,21,6,-123,24,8,-372,-21,2,38,,,,,,,,,,,,,,,,,
04/02/2010,-174,138,6,-186,103,7,-668,114,7,-568,271,6,-582,79,9,-99,21,3,726,,,,,,,,,,,,,,,,,
05/02/2010,-452,82,6,-73,102,8,-13,78,7,-663,-8,5,-187,105,9,-130,76,4,435,,,,,,,,,,,,,,,,,
08/02/2010,-199,-9,5,-1085,-12,8,399,31,8,967,-97,5,343,-55,8,-216,0,4,-142,,,,,,,,,,,,,,,,,
09/02/2010,-185,-13,4,594,14,8,412,20,9,221,149,6,-871,-56,7,-323,11,5,125,,,,,,,,,,,,,,,,,
10/02/2010,-457,-2,4,137,-2,8,524,20,9,602,-18,6,335,-60,6,910,-13,5,-75,,,,,,,,,,,,,,,,,
11/02/2010,-890,59,4,422,-43,7,650,30,9,594,106,7,0,0,0,-19,-44,5,108,,,,,,,,,,,,,,,,,
12/02/2010,-163,50,5,-440,48,7,-700,20,9,184,-38,6,869,7,6,150,2,5,89,,,,,,,,,,,,,,,,,
15/02/2010,-764,15,6,103,-12,6,112,26,9,0,0,0,3,-85,5,181,-16,5,-72,,,,,,,,,,,,,,,,,
16/02/2010,-405,-19,5,304,28,6,542,76,10,609,168,6,-464,11,5,-92,-16,4,248,,,,,,,,,,,,,,,,,
17/02/2010,-303,-8,5,-206,-18,5,-188,-33,9,1102,47,6,322,145,6,745,79,5,212,,,,,,,,,,,,,,,,,
18/02/2010,304,34,5,769,29,5,937,48,9,371,84,6,12,11,6,208,-17,4,189,,,,,,,,,,,,,,,,,
19/02/2010,1104,95,5,84,58,5,54,33,9,-103,-14,5,-595,210,6,-44,24,4,406,,,,,,,,,,,,,,,,,
22/02/2010,130,-53,5,-72,24,6,1,-6,8,-436,19,6,721,98,6,338,60,5,142,,,,,,,,,,,,,,,,,
23/02/2010,-293,112,6,-282,73,6,440,-37,7,-693,101,7,467,24,7,35,9,5,282,,,,,,,,,,,,,,,,,
24/02/2010,495,-6,6,241,3,7,420,28,7,-230,-90,6,841,-6,7,-92,51,6,-20,,,,,,,,,,,,,,,,,
25/02/2010,273,-31,5,-95,54,8,-149,65,7,127,-46,6,-158,154,8,184,-58,6,138,,,,,,,,,,,,,,,,,
26/02/2010,125,9,5,132,28,8,78,76,7,-19,-4,5,597,19,8,-164,-25,5,103,,,,,,,,,,,,,,,,,
01/03/2010,-212,-61,4,-50,-30,8,119,52,7,-64,-78,5,-179,-43,8,-97,-48,5,-208,,,,,,,,,,,,,,,,,
02/03/2010,192,49,5,133,41,8,227,78,7,338,2,5,-415,-23,7,187,8,6,155,,,,,,,,,,,,,,,,,
